trial,mutation_kind,did_hex,data_hex,request_payload,request_can_data_hex,response_payload,response_class,response_sid,nrc,attack_pass,send_wall_iso,send_monotonic_ns,recv_monotonic_ns,latency_ms,observer_request_seen,observer_response_seen,observer_request_timestamp_us,observer_response_timestamp_us,observer_latency_ms,observer_consistent,consistency_note
372,unknown_did,0x2222,1CED,2E22221CED,052E22221CED0000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.669027+02:00,33788714283003,33788716571354,2.288351,true,true,219678802,219682884,4.082000,true,matched_request_response
373,target_did_random_data,0x1234,7C13,2E12347C13,052E12347C130000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.683826+02:00,33788729081824,33788732248850,3.167026,true,true,219693603,219697684,4.081000,true,matched_request_response
374,target_did_random_data,0x1234,1E93EE,2E12341E93EE,062E12341E93EE00,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.699282+02:00,33788744539739,33788746854909,2.315170,true,true,219709061,219713140,4.079000,true,matched_request_response
375,target_did_random_data,0x1234,4675A40E,2E12344675A40E,072E12344675A40E,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.713986+02:00,33788759242528,33788761521521,2.278993,true,true,219723718,219727797,4.079000,true,matched_request_response
376,target_did_random_data,0x1234,96,2E123496,042E123496000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.728505+02:00,33788773760518,33788776432368,2.671850,true,true,219738238,219742326,4.088000,true,matched_request_response
377,target_did_random_data,0x1234,B94771CD,2E1234B94771CD,072E1234B94771CD,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.743505+02:00,33788788761041,33788791739705,2.978664,true,true,219753214,219757292,4.078000,true,matched_request_response
378,target_did_random_data,0x1234,B3,2E1234B3,042E1234B3000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.758861+02:00,33788804118943,33788806465961,2.347018,true,true,219768610,219772695,4.085000,true,matched_request_response
379,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:34.773697+02:00,33788818953034,33788822069984,3.116950,true,true,219783408,219787497,4.089000,true,matched_request_response
380,read_only_did,0x1001,EA80,2E1001EA80,052E1001EA800000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.789145+02:00,33788834401520,33788836670945,2.269425,true,true,219798849,219802936,4.087000,true,matched_request_response
381,unknown_did,0xF187,5D2FF5E8,2EF1875D2FF5E8,072EF1875D2FF5E8,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.803692+02:00,33788848947795,33788851320306,2.372511,true,true,219813369,219817441,4.072000,true,matched_request_response
382,read_only_did,0x1001,AF,2E1001AF,042E1001AF000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.818364+02:00,33788863618877,33788865977908,2.359031,true,true,219828037,219832129,4.092000,true,matched_request_response
383,unknown_did,0x2222,12F9,2E222212F9,052E222212F90000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.833236+02:00,33788878493058,33788881602883,3.109825,true,true,219842915,219846998,4.083000,true,matched_request_response
384,target_did_random_data,0x1234,05,2E123405,042E123405000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.848850+02:00,33788894107347,33788897266690,3.159343,true,true,219858547,219862636,4.089000,true,matched_request_response
385,target_did_random_data,0x1234,DB0F,2E1234DB0F,052E1234DB0F0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.864466+02:00,33788909720937,33788912892363,3.171426,true,true,219874109,219878196,4.087000,true,matched_request_response
386,target_did_random_data,0x1234,CE14566F,2E1234CE14566F,072E1234CE14566F,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.879900+02:00,33788925156084,33788927553807,2.397723,true,true,219889520,219893592,4.072000,true,matched_request_response
387,target_did_random_data,0x1234,7D,2E12347D,042E12347D000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.894547+02:00,33788939803070,33788942169784,2.366714,true,true,219904194,219908281,4.087000,true,matched_request_response
388,target_did_random_data,0x1234,8CA300,2E12348CA300,062E12348CA30000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.909278+02:00,33788954535054,33788956764249,2.229195,true,true,219918925,219923008,4.083000,true,matched_request_response
389,target_did_random_data,0x1234,BBA5A0,2E1234BBA5A0,062E1234BBA5A000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.923803+02:00,33788969059189,33788971452093,2.392904,true,true,219933412,219937489,4.077000,true,matched_request_response
390,target_did_random_data,0x1234,B7E17E,2E1234B7E17E,062E1234B7E17E00,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.938505+02:00,33788983761001,33788986173670,2.412669,true,true,219948106,219952185,4.079000,true,matched_request_response
391,target_did_random_data,0x1234,F6,2E1234F6,042E1234F6000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.953207+02:00,33788998461416,33789000711006,2.249590,true,true,219962791,219966878,4.087000,true,matched_request_response
392,target_did_random_data,0x1234,06,2E123406,042E123406000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.967792+02:00,33789013046873,33789015380551,2.333678,true,true,219977378,219981467,4.089000,true,matched_request_response
393,target_did_random_data,0x1234,2FF2,2E12342FF2,052E12342FF20000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.982355+02:00,33789027609980,33789030061201,2.451221,true,true,219991922,219996005,4.083000,true,matched_request_response
394,target_did_random_data,0x1234,B2,2E1234B2,042E1234B2000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.997333+02:00,33789042589201,33789045687433,3.098232,true,true,220006927,220011014,4.087000,true,matched_request_response
395,target_did_random_data,0x1234,488F,2E1234488F,052E1234488F0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.012686+02:00,33789057941585,33789060296077,2.354492,true,true,220022233,220026319,4.086000,true,matched_request_response
396,target_did_random_data,0x1234,232165,2E1234232165,062E123423216500,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.027322+02:00,33789072578235,33789074934403,2.356168,true,true,220036870,220040949,4.079000,true,matched_request_response
397,target_did_random_data,0x1234,A1F827D5,2E1234A1F827D5,072E1234A1F827D5,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.041994+02:00,33789087251063,33789089623504,2.372441,true,true,220051533,220055605,4.072000,true,matched_request_response
398,target_did_random_data,0x1234,EAE4D5D2,2E1234EAE4D5D2,072E1234EAE4D5D2,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.056632+02:00,33789101887993,33789106784918,4.896925,true,true,220066162,220070237,4.075000,true,matched_request_response
399,target_did_random_data,0x1234,52,2E123452,042E123452000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.073838+02:00,33789119092290,33789121792635,2.700345,true,true,220083341,220087426,4.085000,true,matched_request_response
400,target_did_random_data,0x1234,8B8517,2E12348B8517,062E12348B851700,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.088747+02:00,33789134035613,33789136446885,2.411272,true,true,220098258,220102337,4.079000,true,matched_request_response
401,target_did_random_data,0x1234,0B83,2E12340B83,052E12340B830000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.103685+02:00,33789148941222,33789151116431,2.175209,true,true,220113175,220117262,4.087000,true,matched_request_response
402,target_did_random_data,0x1234,36C1141E,2E123436C1141E,072E123436C1141E,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.118145+02:00,33789163400475,33789165771519,2.371044,true,true,220127625,220131698,4.073000,true,matched_request_response
403,target_did_random_data,0x1234,667DA9FB,2E1234667DA9FB,072E1234667DA9FB,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.132841+02:00,33789178095792,33789180429191,2.333399,true,true,220142305,220146377,4.072000,true,matched_request_response
404,target_did_random_data,0x1234,B1487A,2E1234B1487A,062E1234B1487A00,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.147696+02:00,33789192953699,33789196377462,3.423763,true,true,220157198,220161277,4.079000,true,matched_request_response
405,target_did_random_data,0x1234,DFC7,2E1234DFC7,052E1234DFC70000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.163652+02:00,33789208908814,33789211675788,2.766974,true,true,220173133,220177216,4.083000,true,matched_request_response
406,target_did_random_data,0x1234,290B,2E1234290B,052E1234290B0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.178675+02:00,33789223931058,33789226316280,2.385222,true,true,220188104,220192191,4.087000,true,matched_request_response
407,unknown_did,0x3333,D13B9B1D,2E3333D13B9B1D,072E3333D13B9B1D,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:35.193302+02:00,33789238557930,33789240952231,2.394301,true,true,220202713,220206788,4.075000,true,matched_request_response
408,unknown_did,0x2222,BA,2E2222BA,042E2222BA000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:35.207979+02:00,33789253234809,33789255626246,2.391437,true,true,220217394,220221479,4.085000,true,matched_request_response
409,target_did_random_data,0x1234,7DEC33,2E12347DEC33,062E12347DEC3300,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.222680+02:00,33789267935643,33789270286573,2.350930,true,true,220232075,220236154,4.079000,true,matched_request_response
410,target_did_random_data,0x1234,2D,2E12342D,042E12342D000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.237666+02:00,33789282922827,33789285846455,2.923628,true,true,220247064,220251151,4.087000,true,matched_request_response
411,target_did_random_data,0x1234,943C,2E1234943C,052E1234943C0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.253072+02:00,33789298327871,33789300528013,2.200142,true,true,220262458,220266539,4.081000,true,matched_request_response
412,target_did_random_data,0x1234,44CFB5E1,2E123444CFB5E1,072E123444CFB5E1,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.267746+02:00,33789313019906,33789316309014,3.289108,true,true,220277295,220281367,4.072000,true,matched_request_response
413,target_did_random_data,0x1234,EB,2E1234EB,042E1234EB000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.283846+02:00,33789329103459,33789331805690,2.702231,true,true,220293237,220297325,4.088000,true,matched_request_response
414,target_did_random_data,0x1234,509765,2E1234509765,062E123450976500,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.298816+02:00,33789344072763,33789346459870,2.387107,true,true,220308157,220312236,4.079000,true,matched_request_response
415,target_did_random_data,0x1234,F566,2E1234F566,052E1234F5660000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.313815+02:00,33789359070842,33789362126680,3.055838,true,true,220323150,220327232,4.082000,true,matched_request_response
416,target_did_random_data,0x1234,7C326588,2E12347C326588,072E12347C326588,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.329117+02:00,33789374372940,33789376727432,2.354492,true,true,220338436,220342509,4.073000,true,matched_request_response
417,target_did_random_data,0x1234,7F,2E12347F,042E12347F000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.343745+02:00,33789389020974,33789391424285,2.403311,true,true,220353094,220357180,4.086000,true,matched_request_response
418,target_did_random_data,0x1234,179C,2E1234179C,052E1234179C0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.358446+02:00,33789403701275,33789405986205,2.284930,true,true,220367765,220371847,4.082000,true,matched_request_response
419,target_did_random_data,0x1234,F2C7,2E1234F2C7,052E1234F2C70000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.372989+02:00,33789418243360,33789420654772,2.411412,true,true,220382282,220386366,4.084000,true,matched_request_response
420,unknown_did,0x3333,89A7,2E333389A7,052E333389A70000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:35.387663+02:00,33789432919750,33789435269841,2.350091,true,true,220396967,220401050,4.083000,true,matched_request_response
421,target_did_random_data,0x1234,CECAE1,2E1234CECAE1,062E1234CECAE100,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.402487+02:00,33789447743016,33789450046314,2.303298,true,true,220411770,220415848,4.078000,true,matched_request_response
422,target_did_random_data,0x1234,3E,2E12343E,042E12343E000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.417310+02:00,33789462567050,33789465562336,2.995286,true,true,220426629,220430716,4.087000,true,matched_request_response
423,target_did_random_data,0x1234,37,2E123437,042E123437000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.432621+02:00,33789477879066,33789480310034,2.430968,true,true,220441935,220446022,4.087000,true,matched_request_response
424,target_did_random_data,0x1234,E7,2E1234E7,042E1234E7000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.447351+02:00,33789492605951,33789495046836,2.440885,true,true,220456612,220460697,4.085000,true,matched_request_response
425,read_only_did,0x1001,4AE0B4,2E10014AE0B4,062E10014AE0B400,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:35.462086+02:00,33789507342265,33789513178207,5.835942,true,true,220471360,220475441,4.081000,true,matched_request_response
426,target_did_random_data,0x1234,A2E6,2E1234A2E6,052E1234A2E60000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.480404+02:00,33789525658995,33789528147372,2.488377,true,true,220489647,220493730,4.083000,true,matched_request_response
427,target_did_random_data,0x1234,1F493486,2E12341F493486,072E12341F493486,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.495162+02:00,33789540417797,33789542773406,2.355609,true,true,220504398,220508471,4.073000,true,matched_request_response
428,target_did_random_data,0x1234,D7DB40,2E1234D7DB40,062E1234D7DB4000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.509801+02:00,33789555055774,33789557397205,2.341431,true,true,220519022,220523101,4.079000,true,matched_request_response
429,target_did_random_data,0x1234,B6B30D,2E1234B6B30D,062E1234B6B30D00,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.524408+02:00,33789569663091,33789572040909,2.377818,true,true,220533617,220537698,4.081000,true,matched_request_response
430,target_did_random_data,0x1234,73F8,2E123473F8,052E123473F80000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.539032+02:00,33789584287938,33789586673299,2.385361,true,true,220548251,220552335,4.084000,true,matched_request_response
431,target_did_random_data,0x1234,00,2E123400,042E123400000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.553903+02:00,33789599158905,33789602311823,3.152918,true,true,220563127,220567218,4.091000,true,matched_request_response
432,target_did_random_data,0x1234,14,2E123414,042E123414000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.569580+02:00,33789614836750,33789617919477,3.082727,true,true,220578873,220582960,4.087000,true,matched_request_response
433,target_did_random_data,0x1234,288A,2E1234288A,052E1234288A0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.585308+02:00,33789630564322,33789633571969,3.007647,true,true,220594526,220598607,4.081000,true,matched_request_response
434,read_only_did,0x1001,8AA6,2E10018AA6,052E10018AA60000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:35.600622+02:00,33789645877036,33789648213299,2.336263,true,true,220609864,220613951,4.087000,true,matched_request_response
435,unknown_did,0x2222,F2,2E2222F2,042E2222F2000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:35.615437+02:00,33789660694924,33789663842534,3.147610,true,true,220624642,220628728,4.086000,true,matched_request_response
436,target_did_random_data,0x1234,35AF3932,2E123435AF3932,072E123435AF3932,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.630866+02:00,33789676122039,33789678434066,2.312027,true,true,220640004,220644079,4.075000,true,matched_request_response
437,target_did_random_data,0x1234,C0,2E1234C0,042E1234C0000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.647193+02:00,33789692448081,33789695190192,2.742111,true,true,220656373,220660457,4.084000,true,matched_request_response
438,target_did_random_data,0x1234,D8,2E1234D8,042E1234D8000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.662251+02:00,33789707506223,33789709792550,2.286327,true,true,220671394,220675478,4.084000,true,matched_request_response
439,target_did_random_data,0x1234,3FC96F92,2E12343FC96F92,072E12343FC96F92,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.676904+02:00,33789722160124,33789728068003,5.907879,true,true,220686029,220690104,4.075000,true,matched_request_response
440,target_did_random_data,0x1234,369F,2E1234369F,052E1234369F0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.695124+02:00,33789740380264,33789742896717,2.516453,true,true,220704235,220708321,4.086000,true,matched_request_response
441,unknown_did,0x2222,99,2E222299,042E222299000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:35.709931+02:00,33789755186628,33789757607818,2.421190,true,true,220719046,220723133,4.087000,true,matched_request_response
442,target_did_random_data,0x1234,4E,2E12344E,042E12344E000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.724614+02:00,33789769869373,33789772189573,2.320200,true,true,220733717,220737804,4.087000,true,matched_request_response
443,target_did_random_data,0x1234,4E9F,2E12344E9F,052E12344E9F0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:35.739286+02:00,33789784541503,33789786902908,2.361405,true,true,220748377,220752457,4.080000,true,matched_request_response
